X,Y
120.484,0.339
120.484,0.326
120.484,0.516
120.484,0.502
120.511,0.326
120.511,0.339
120.511,0.502
120.511,0.516
120.524,0.312
120.524,0.326
120.538,0.299
120.538,0.312
120.552,0.285
120.552,0.299
120.565,0.271
120.565,0.285
120.565,0.516
120.565,0.584
120.579,0.258
120.579,0.271
120.579,0.584
120.579,0.597
120.592,0.597
120.592,0.611
120.606,0.611
120.606,0.624
120.619,0.624
120.619,0.638
120.633,0.638
120.633,0.652
120.647,0.652
120.647,0.665
120.674,0.665
120.674,0.652
120.687,0.652
120.687,0.638
120.701,0.638
120.701,0.624
120.715,0.624
120.715,0.611
120.728,0.611
120.728,0.597
120.742,0.597
120.742,0.584
120.755,0.584
120.755,0.57
120.769,0.57
120.769,0.557
120.769,0.271
120.769,0.258
120.782,0.557
120.782,0.543
120.782,0.285
120.782,0.271
120.945,0.543
120.945,0.529
120.945,0.299
120.945,0.285
120.959,0.312
120.959,0.299
120.972,0.529
120.972,0.516
120.972,0.326
120.972,0.312
120.986,0.516
120.986,0.502
120.986,0.339
120.986,0.326
121,0.502
121,0.489
121,0.353
121,0.339
121.013,0.489
121.013,0.475
121.013,0.367
121.013,0.353
121.027,0.475
121.027,0.462
121.027,0.38
121.027,0.367
121.04,0.462
121.04,0.448
121.04,0.394
121.04,0.38
121.054,0.448
121.054,0.434
121.054,0.407
121.054,0.394
121.067,0.421
121.067,0.407
121.244,0.434
121.244,0.448
121.244,0.407
121.244,0.421
121.257,0.448
121.257,0.462
121.257,0.394
121.257,0.407
121.271,0.462
121.271,0.475
121.271,0.38
121.271,0.394
121.285,0.475
121.285,0.489
121.285,0.367
121.285,0.38
121.298,0.489
121.298,0.502
121.325,0.502
121.325,0.529
121.339,0.529
121.339,0.543
121.353,0.543
121.353,0.557
121.366,0.557
121.366,0.57
121.38,0.57
121.38,0.584
121.393,0.584
121.393,0.597
121.407,0.597
121.407,0.611
121.434,0.353
121.434,0.367
121.448,0.339
121.448,0.353
121.461,0.326
121.461,0.339
121.515,0.611
121.515,0.665
121.529,0.665
121.529,0.597
121.543,0.597
121.543,0.57
121.597,0.312
121.597,0.326
121.61,0.299
121.61,0.312
121.624,0.285
121.624,0.299
121.638,0.271
121.638,0.285
121.705,0.57
121.705,0.557
121.746,0.557
121.746,0.57
121.76,0.57
121.76,0.584
121.773,0.584
121.773,0.597
121.814,0.285
121.814,0.271
121.828,0.299
121.828,0.285
121.868,0.285
121.868,0.299
121.882,0.271
121.882,0.285
121.895,0.258
121.895,0.271
121.909,0.597
121.909,0.584
122.018,0.584
122.018,0.597
122.031,0.597
122.031,0.611
122.058,0.271
122.058,0.258
122.072,0.285
122.072,0.271
122.086,0.299
122.086,0.285
122.153,0.611
122.153,0.597
122.167,0.597
122.167,0.584
122.248,0.584
122.248,0.57
122.262,0.57
122.262,0.557
122.276,0.652
122.276,0.665
122.289,0.665
122.289,0.652
122.289,0.557
122.289,0.652
122.303,0.652
122.303,0.543
122.316,0.285
122.316,0.299
122.343,0.299
122.343,0.285
122.357,0.312
122.357,0.299
122.371,0.543
122.371,0.529
122.371,0.326
122.371,0.312
122.384,0.529
122.384,0.516
122.398,0.312
122.398,0.326
122.411,0.299
122.411,0.312
122.425,0.285
122.425,0.299
122.438,0.271
122.438,0.285
122.533,0.516
122.533,0.529
122.547,0.529
122.547,0.543
122.561,0.543
122.561,0.557
122.574,0.557
122.574,0.57
122.588,0.57
122.588,0.584
122.601,0.584
122.601,0.597
122.601,0.285
122.601,0.271
122.615,0.597
122.615,0.611
122.615,0.299
122.615,0.285
122.642,0.285
122.642,0.299
122.656,0.271
122.656,0.285
122.696,0.258
122.696,0.271
122.751,0.611
122.751,0.597
122.764,0.597
122.764,0.584
122.778,0.584
122.778,0.57
122.832,0.271
122.832,0.258
122.846,0.285
122.846,0.271
122.859,0.299
122.859,0.285
122.873,0.57
122.873,0.584
122.873,0.312
122.873,0.299
122.886,0.584
122.886,0.597
122.9,0.597
122.9,0.611
122.941,0.611
122.941,0.597
123.009,0.597
123.009,0.584
123.009,0.326
123.009,0.312
123.022,0.584
123.022,0.57
123.022,0.339
123.022,0.326
123.036,0.57
123.036,0.557
123.036,0.353
123.036,0.339
123.049,0.557
123.049,0.543
123.063,0.543
123.063,0.529
123.076,0.529
123.076,0.516
123.09,0.516
123.09,0.502
123.104,0.502
123.104,0.489
123.117,0.339
123.117,0.353
123.131,0.489
123.131,0.502
123.131,0.326
123.131,0.339
123.144,0.312
123.144,0.326
123.158,0.299
123.158,0.312
123.171,0.285
123.171,0.299
123.185,0.271
123.185,0.285
123.199,0.258
123.199,0.271
123.375,0.271
123.375,0.258
123.389,0.285
123.389,0.271
123.402,0.299
123.402,0.285
123.416,0.312
123.416,0.299
123.429,0.502
123.429,0.516
123.429,0.326
123.429,0.312
123.443,0.516
123.443,0.529
123.443,0.339
123.443,0.326
123.456,0.529
123.456,0.543
123.47,0.543
123.47,0.557
123.484,0.557
123.484,0.57
123.484,0.326
123.484,0.339
123.497,0.57
123.497,0.584
123.497,0.339
123.497,0.326
123.633,0.584
123.633,0.679
123.647,0.679
123.647,0.57
123.66,0.57
123.66,0.543
123.674,0.543
123.674,0.529
123.687,0.529
123.687,0.516
123.701,0.516
123.701,0.502
123.714,0.502
123.714,0.489
123.728,0.489
123.728,0.475
123.742,0.475
123.742,0.462
123.742,0.353
123.742,0.339
123.755,0.462
123.755,0.448
123.755,0.367
123.755,0.353
123.782,0.448
123.782,0.462
123.796,0.462
123.796,0.475
123.796,0.353
123.796,0.367
123.809,0.475
123.809,0.489
123.809,0.339
123.809,0.353
123.823,0.489
123.823,0.502
123.823,0.326
123.823,0.339
123.837,0.502
123.837,0.516
123.85,0.516
123.85,0.529
123.864,0.529
123.864,0.543
123.877,0.543
123.877,0.557
123.891,0.557
123.891,0.57
123.972,0.312
123.972,0.326
123.999,0.57
123.999,0.557
124.04,0.557
124.04,0.57
124.176,0.57
124.176,0.557
124.189,0.557
124.189,0.543
124.203,0.543
124.203,0.529
124.217,0.529
124.217,0.516
124.23,0.516
124.23,0.502
124.244,0.502
124.244,0.489
124.257,0.489
124.257,0.475
124.257,0.326
124.257,0.312
124.271,0.339
124.271,0.326
124.285,0.475
124.285,0.462
124.285,0.353
124.285,0.339
124.298,0.462
124.298,0.448
124.298,0.367
124.298,0.353
124.312,0.448
124.312,0.421
124.312,0.38
124.312,0.367
124.325,0.394
124.325,0.38
124.352,0.421
124.352,0.434
124.352,0.38
124.352,0.394
124.366,0.434
124.366,0.448
124.366,0.367
124.366,0.38
124.38,0.448
124.38,0.462
124.38,0.353
124.38,0.367
124.393,0.462
124.393,0.475
124.393,0.339
124.393,0.353
124.407,0.475
124.407,0.489
124.407,0.326
124.407,0.339
124.42,0.489
124.42,0.502
124.42,0.312
124.42,0.326
124.434,0.502
124.434,0.516
124.434,0.299
124.434,0.312
124.447,0.516
124.447,0.529
124.461,0.529
124.461,0.543
124.583,0.543
124.583,0.557
124.637,0.557
124.637,0.543
124.665,0.543
124.665,0.529
124.678,0.529
124.678,0.516
124.692,0.516
124.692,0.502
124.692,0.312
124.692,0.299
124.705,0.502
124.705,0.489
124.705,0.326
124.705,0.312
124.719,0.339
124.719,0.326
124.746,0.489
124.746,0.502
124.746,0.326
124.746,0.339
124.76,0.502
124.76,0.516
124.76,0.312
124.76,0.326
124.773,0.516
124.773,0.529
124.773,0.299
124.773,0.312
124.787,0.529
124.787,0.543
124.814,0.312
124.814,0.299
124.95,0.299
124.95,0.312
124.963,0.312
124.963,0.299
125.018,0.543
125.018,0.529
125.031,0.529
125.031,0.502
125.045,0.502
125.045,0.489
125.045,0.326
125.045,0.312
125.058,0.489
125.058,0.475
125.058,0.339
125.058,0.326
125.072,0.475
125.072,0.462
125.072,0.353
125.072,0.339
125.085,0.462
125.085,0.448
125.085,0.367
125.085,0.353
125.099,0.448
125.099,0.434
125.099,0.38
125.099,0.367
125.126,0.434
125.126,0.448
125.14,0.448
125.14,0.462
125.14,0.367
125.14,0.38
125.153,0.462
125.153,0.489
125.153,0.353
125.153,0.367
125.167,0.489
125.167,0.502
125.167,0.339
125.167,0.353
125.18,0.502
125.18,0.516
125.18,0.326
125.18,0.339
125.194,0.516
125.194,0.529
125.208,0.529
125.208,0.543
125.221,0.543
125.221,0.557
125.235,0.557
125.235,0.57
125.262,0.312
125.262,0.326
125.275,0.299
125.275,0.312
125.289,0.285
125.289,0.299
125.303,0.271
125.303,0.285
125.411,0.57
125.411,0.557
125.425,0.557
125.425,0.543
125.438,0.543
125.438,0.529
125.452,0.529
125.452,0.516
125.465,0.516
125.465,0.502
125.479,0.285
125.479,0.271
125.493,0.299
125.493,0.285
125.506,0.312
125.506,0.299
125.52,0.326
125.52,0.312
125.533,0.502
125.533,0.489
125.533,0.339
125.533,0.326
125.547,0.489
125.547,0.475
125.547,0.353
125.547,0.339
125.56,0.475
125.56,0.462
125.56,0.367
125.56,0.353
125.574,0.462
125.574,0.448
125.574,0.38
125.574,0.367
125.588,0.448
125.588,0.434
125.588,0.394
125.588,0.38
125.601,0.638
125.601,0.665
125.601,0.434
125.601,0.421
125.601,0.407
125.601,0.394
125.615,0.665
125.615,0.638
125.615,0.421
125.615,0.638
125.615,0.421
125.615,0.407
125.628,0.638
125.628,0.434
125.696,0.407
125.696,0.421
125.696,0.434
125.696,0.448
125.71,0.394
125.71,0.407
125.71,0.448
125.71,0.462
125.723,0.38
125.723,0.394
125.723,0.462
125.723,0.475
125.737,0.367
125.737,0.38
125.737,0.475
125.737,0.489
125.751,0.353
125.751,0.367
125.751,0.489
125.751,0.502
125.764,0.339
125.764,0.353
125.764,0.502
125.764,0.516
125.778,0.326
125.778,0.339
125.778,0.516
125.778,0.529
125.791,0.312
125.791,0.326
125.791,0.529
125.791,0.543
125.805,0.543
125.805,0.557
125.995,0.299
125.995,0.312
126.008,0.285
126.008,0.299
126.036,0.557
126.036,0.543
126.049,0.543
126.049,0.529
126.063,0.529
126.063,0.516
126.117,0.516
126.117,0.529
126.185,0.299
126.185,0.285
126.198,0.312
126.198,0.299
126.212,0.326
126.212,0.312
126.226,0.529
126.226,0.557
126.226,0.339
126.226,0.326
126.239,0.557
126.239,0.57
126.239,0.353
126.239,0.339
126.253,0.57
126.253,0.557
126.253,0.367
126.253,0.353
126.266,0.557
126.266,0.489
126.266,0.38
126.266,0.367
126.28,0.489
126.28,0.475
126.28,0.394
126.28,0.38
126.293,0.475
126.293,0.462
126.293,0.407
126.293,0.394
126.307,0.462
126.307,0.448
126.307,0.421
126.307,0.407
126.321,0.434
126.321,0.421
126.388,0.489
126.388,0.502
126.402,0.475
126.402,0.489
126.402,0.502
126.402,0.516
126.416,0.516
126.416,0.502
126.416,0.38
126.416,0.394
126.429,0.543
126.429,0.57
126.429,0.448
126.429,0.475
126.429,0.502
126.429,0.489
126.429,0.367
126.429,0.38
126.429,0.394
126.429,0.434
126.443,0.489
126.443,0.543
126.443,0.57
126.443,0.584
126.443,0.489
126.443,0.448
126.443,0.434
126.443,0.394
126.443,0.38
126.443,0.367
126.456,0.584
126.456,0.57
126.456,0.557
126.456,0.489
126.456,0.394
126.456,0.38
126.47,0.57
126.47,0.557
126.999,0.448
126.999,0.462
127.013,0.462
127.013,0.475
127.013,0.421
127.013,0.434
127.026,0.475
127.026,0.489
127.026,0.407
127.026,0.421
127.04,0.489
127.04,0.502
127.04,0.394
127.04,0.407
127.054,0.502
127.054,0.516
127.054,0.38
127.054,0.394
127.067,0.516
127.067,0.529
127.067,0.367
127.067,0.38
127.081,0.529
127.081,0.543
127.081,0.353
127.081,0.367
127.094,0.543
127.094,0.557
127.094,0.339
127.094,0.353
127.108,0.557
127.108,0.57
127.121,0.57
127.121,0.584
127.271,0.326
127.271,0.339
127.325,0.584
127.325,0.57
127.339,0.57
127.339,0.557
127.352,0.557
127.352,0.543
127.366,0.543
127.366,0.529
127.379,0.529
127.379,0.516
127.379,0.339
127.379,0.326
127.393,0.516
127.393,0.502
127.393,0.353
127.393,0.339
127.407,0.502
127.407,0.489
127.407,0.367
127.407,0.353
127.42,0.489
127.42,0.475
127.42,0.38
127.42,0.367
127.434,0.475
127.434,0.462
127.434,0.394
127.434,0.38
127.447,0.462
127.447,0.448
127.447,0.407
127.447,0.394
127.488,0.448
127.488,0.434
127.488,0.421
127.488,0.407
127.664,0.434
127.664,0.665
127.678,0.665
127.678,0.434
127.705,0.394
127.705,0.421
127.705,0.434
127.705,0.421
127.719,0.38
127.719,0.394
127.732,0.394
127.732,0.38
127.746,0.421
127.746,0.394
127.746,0.421
127.746,0.434
127.773,0.407
127.773,0.421
127.773,0.434
127.773,0.448
127.787,0.394
127.787,0.407
127.787,0.448
127.787,0.462
127.8,0.38
127.8,0.394
127.8,0.462
127.8,0.475
127.814,0.367
127.814,0.38
127.814,0.475
127.814,0.489
127.827,0.353
127.827,0.367
127.827,0.489
127.827,0.502
127.841,0.339
127.841,0.353
127.841,0.502
127.841,0.529
127.854,0.326
127.854,0.339
127.854,0.529
127.854,0.543
127.868,0.312
127.868,0.326
127.868,0.543
127.868,0.557
127.882,0.299
127.882,0.312
128.099,0.557
128.099,0.543
128.126,0.312
128.126,0.299
128.126,0.543
128.126,0.529
128.14,0.326
128.14,0.312
128.14,0.529
128.14,0.516
128.153,0.339
128.153,0.326
128.153,0.516
128.153,0.502
128.167,0.353
128.167,0.339
128.167,0.502
128.167,0.489
128.18,0.367
128.18,0.353
128.18,0.489
128.18,0.475
128.194,0.38
128.194,0.367
128.194,0.475
128.194,0.462
128.207,0.326
128.207,0.339
128.221,0.312
128.221,0.326
128.221,0.339
128.221,0.353
128.221,0.367
128.221,0.38
128.221,0.462
128.221,0.475
128.235,0.326
128.235,0.312
128.235,0.353
128.235,0.367
128.235,0.475
128.235,0.489
128.248,0.353
128.248,0.326
128.248,0.489
128.248,0.502
128.262,0.339
128.262,0.353
128.262,0.502
128.262,0.516
128.275,0.516
128.275,0.529
128.289,0.529
128.289,0.543
128.302,0.543
128.302,0.557
128.316,0.557
128.316,0.57
128.33,0.57
128.33,0.584
128.357,0.584
128.357,0.597
128.37,0.326
128.37,0.339
128.384,0.312
128.384,0.326
128.397,0.299
128.397,0.312
128.492,0.597
128.492,0.584
128.506,0.584
128.506,0.57
128.52,0.57
128.52,0.557
128.533,0.557
128.533,0.543
128.628,0.312
128.628,0.299
128.642,0.326
128.642,0.312
128.642,0.543
128.642,0.529
128.655,0.339
128.655,0.326
128.655,0.529
128.655,0.516
128.669,0.353
128.669,0.339
128.669,0.516
128.669,0.502
128.683,0.367
128.683,0.353
128.683,0.502
128.683,0.489
128.696,0.38
128.696,0.367
128.696,0.489
128.696,0.475
128.71,0.394
128.71,0.38
128.71,0.475
128.71,0.462
128.723,0.407
128.723,0.394
128.723,0.462
128.723,0.448
128.737,0.421
128.737,0.407
128.737,0.448
128.737,0.434
128.764,0.407
128.764,0.421
128.778,0.394
128.778,0.407
128.778,0.434
128.778,0.448
128.791,0.38
128.791,0.394
128.791,0.448
128.791,0.462
128.805,0.367
128.805,0.38
128.805,0.462
128.805,0.475
128.818,0.353
128.818,0.367
128.818,0.475
128.818,0.489
128.832,0.339
128.832,0.353
128.832,0.489
128.832,0.502
128.845,0.326
128.845,0.339
128.845,0.502
128.845,0.516
128.859,0.312
128.859,0.326
128.859,0.516
128.859,0.529
128.873,0.299
128.873,0.312
128.873,0.529
128.873,0.516
128.886,0.285
128.886,0.299
128.9,0.271
128.9,0.285
129.049,0.258
129.049,0.271
129.103,0.271
129.103,0.258
129.117,0.285
129.117,0.271
129.13,0.516
129.13,0.502
129.13,0.299
129.13,0.285
129.144,0.502
129.144,0.489
129.144,0.312
129.144,0.299
129.158,0.489
129.158,0.475
129.158,0.326
129.158,0.312
129.171,0.475
129.171,0.462
129.171,0.339
129.171,0.326
129.185,0.462
129.185,0.448
129.185,0.353
129.185,0.339
129.198,0.448
129.198,0.434
129.198,0.38
129.198,0.353
129.212,0.434
129.212,0.421
129.212,0.394
129.212,0.38
129.225,0.407
129.225,0.394
129.619,0.394
129.619,0.407
129.619,0.421
129.619,0.407
130.203,0.407
130.203,0.421
130.216,0.38
130.216,0.394
130.216,0.421
130.216,0.434
130.23,0.434
130.23,0.448
130.244,0.448
130.244,0.462
130.257,0.353
130.257,0.38
130.257,0.462
130.257,0.475
130.271,0.339
130.271,0.353
130.271,0.475
130.271,0.489
130.284,0.489
130.284,0.502
130.298,0.502
130.298,0.516
130.311,0.516
130.311,0.529
130.325,0.529
130.325,0.543
130.339,0.543
130.339,0.557
130.352,0.557
130.352,0.57
130.366,0.57
130.366,0.584
130.393,0.326
130.393,0.339
130.406,0.312
130.406,0.326
130.42,0.299
130.42,0.312
130.434,0.285
130.434,0.299
130.447,0.271
130.447,0.285
130.461,0.258
130.461,0.271
130.474,0.244
130.474,0.258
130.488,0.231
130.488,0.244
130.501,0.217
130.501,0.231
130.501,0.584
130.501,0.57
130.515,0.204
130.515,0.217
130.515,0.57
130.515,0.557
130.529,0.19
130.529,0.204
130.529,0.557
130.529,0.543
130.542,0.543
130.542,0.529
130.556,0.529
130.556,0.516
130.569,0.516
130.569,0.502
130.583,0.502
130.583,0.489
130.596,0.489
130.596,0.475
130.61,0.475
130.61,0.448
130.651,0.204
130.651,0.19
130.664,0.448
130.664,0.434
130.664,0.217
130.664,0.204
130.678,0.231
130.678,0.217
130.691,0.244
130.691,0.231
130.705,0.258
130.705,0.244
130.719,0.285
130.719,0.258
130.732,0.299
130.732,0.285
130.746,0.312
130.746,0.299
130.759,0.326
130.759,0.312
130.773,0.434
130.773,0.421
130.773,0.339
130.773,0.326
130.786,0.421
130.786,0.407
130.786,0.353
130.786,0.339
130.8,0.407
130.8,0.394
130.8,0.367
130.8,0.353
130.814,0.38
130.814,0.367
131.153,0.434
131.153,0.462
131.167,0.394
131.167,0.434
131.167,0.462
131.167,0.475
131.18,0.475
131.18,0.462
131.18,0.448
131.18,0.394
131.194,0.462
131.194,0.448
131.262,0.448
131.262,0.475
131.275,0.394
131.275,0.38
131.275,0.394
131.275,0.448
131.275,0.475
131.275,0.489
131.289,0.407
131.289,0.394
131.289,0.489
131.289,0.475
131.289,0.462
131.289,0.421
131.302,0.475
131.302,0.462
131.316,0.394
131.316,0.407
131.316,0.421
131.316,0.434
131.329,0.434
131.329,0.421
131.343,0.421
131.343,0.407
131.52,0.407
131.52,0.421
131.533,0.38
131.533,0.394
131.533,0.421
131.533,0.434
131.547,0.367
131.547,0.38
131.547,0.434
131.547,0.448
131.56,0.353
131.56,0.367
131.56,0.448
131.56,0.462
131.574,0.339
131.574,0.353
131.574,0.462
131.574,0.475
131.587,0.326
131.587,0.339
131.587,0.475
131.587,0.489
131.601,0.312
131.601,0.326
131.601,0.489
131.601,0.502
131.615,0.299
131.615,0.312
131.615,0.502
131.615,0.516
131.628,0.285
131.628,0.299
131.628,0.516
131.628,0.529
131.682,0.665
131.682,0.679
131.696,0.529
131.696,0.665
131.696,0.679
131.696,0.665
131.71,0.665
131.71,0.652
131.71,0.638
131.71,0.529
131.723,0.652
131.723,0.638
131.723,0.652
131.723,0.665
131.737,0.665
131.737,0.652
131.777,0.529
131.777,0.638
131.791,0.638
131.791,0.529
131.791,0.638
131.791,0.665
131.805,0.271
131.805,0.285
131.805,0.665
131.805,0.638
131.818,0.258
131.818,0.271
131.859,0.529
131.859,0.516
132.008,0.271
132.008,0.258
132.022,0.285
132.022,0.271
132.035,0.299
132.035,0.285
132.049,0.516
132.049,0.502
132.049,0.312
132.049,0.299
132.062,0.502
132.062,0.489
132.062,0.326
132.062,0.312
132.076,0.489
132.076,0.475
132.076,0.339
132.076,0.326
132.09,0.475
132.09,0.462
132.09,0.353
132.09,0.339
132.103,0.462
132.103,0.448
132.103,0.367
132.103,0.353
132.117,0.448
132.117,0.434
132.117,0.38
132.117,0.367
132.13,0.434
132.13,0.421
132.13,0.394
132.13,0.38
132.144,0.407
132.144,0.394
132.212,0.394
132.212,0.407
132.225,0.421
132.225,0.434
132.225,0.38
132.225,0.394
132.239,0.434
132.239,0.448
132.239,0.367
132.239,0.38
132.253,0.448
132.253,0.462
132.253,0.353
132.253,0.367
132.266,0.462
132.266,0.475
132.266,0.339
132.266,0.353
132.28,0.475
132.28,0.489
132.28,0.326
132.28,0.339
132.293,0.489
132.293,0.502
132.293,0.312
132.293,0.326
132.307,0.299
132.307,0.312
132.32,0.285
132.32,0.299
132.334,0.271
132.334,0.285
132.348,0.258
132.348,0.271
132.524,0.502
132.524,0.516
132.551,0.271
132.551,0.258
132.565,0.285
132.565,0.271
132.578,0.299
132.578,0.285
132.592,0.516
132.592,0.502
132.592,0.312
132.592,0.299
132.605,0.502
132.605,0.489
132.605,0.326
132.605,0.312
132.619,0.489
132.619,0.475
132.619,0.339
132.619,0.326
132.633,0.475
132.633,0.462
132.633,0.353
132.633,0.339
132.646,0.462
132.646,0.434
132.646,0.367
132.646,0.353
132.66,0.434
132.66,0.421
132.66,0.38
132.66,0.367
132.673,0.394
132.673,0.38
132.687,0.407
132.687,0.394
132.755,0.421
132.755,0.434
132.755,0.367
132.755,0.38
132.768,0.434
132.768,0.448
132.768,0.353
132.768,0.367
132.768,0.38
132.768,0.407
132.782,0.448
132.782,0.434
132.782,0.407
132.782,0.38
132.782,0.367
132.782,0.353
132.795,0.434
132.795,0.421
132.795,0.38
132.795,0.367
132.89,0.394
132.89,0.407
132.89,0.421
132.89,0.407
133.04,0.339
133.04,0.353
133.04,0.38
133.04,0.394
133.04,0.407
133.04,0.394
133.053,0.326
133.053,0.339
133.053,0.353
133.053,0.38
133.053,0.394
133.053,0.38
133.067,0.339
133.067,0.326
133.081,0.367
133.081,0.339
133.23,0.353
133.23,0.367
133.23,0.38
133.23,0.367
133.284,0.367
133.284,0.353
133.284,0.339
133.284,0.353
133.325,0.326
133.325,0.339
133.325,0.353
133.325,0.367
133.338,0.312
133.338,0.326
133.338,0.367
133.338,0.38
133.352,0.299
133.352,0.312
133.352,0.38
133.352,0.394
133.366,0.285
133.366,0.299
133.366,0.394
133.366,0.407
133.379,0.271
133.379,0.285
133.379,0.407
133.379,0.421
133.393,0.258
133.393,0.271
133.393,0.421
133.393,0.434
133.406,0.434
133.406,0.448
133.42,0.448
133.42,0.462
133.433,0.462
133.433,0.475
133.447,0.475
133.447,0.489
133.461,0.489
133.461,0.502
133.623,0.502
133.623,0.489
133.637,0.489
133.637,0.475
133.651,0.475
133.651,0.462
133.664,0.462
133.664,0.448
133.678,0.448
133.678,0.434
133.691,0.271
133.691,0.258
133.705,0.434
133.705,0.448
133.719,0.448
133.719,0.462
133.732,0.462
133.732,0.475
133.746,0.475
133.746,0.489
133.759,0.489
133.759,0.502
133.773,0.502
133.773,0.516
133.881,0.258
133.881,0.271
133.909,0.516
133.909,0.502
133.922,0.502
133.922,0.489
133.949,0.489
133.949,0.502
134.126,0.502
134.126,0.489
134.139,0.489
134.139,0.475
134.153,0.475
134.153,0.462
134.18,0.462
134.18,0.448
134.194,0.448
134.194,0.421
134.207,0.421
134.207,0.407
134.221,0.271
134.221,0.258
134.221,0.407
134.221,0.394
134.234,0.285
134.234,0.271
134.234,0.394
134.234,0.38
134.248,0.299
134.248,0.285
134.248,0.38
134.248,0.367
134.261,0.312
134.261,0.299
134.261,0.367
134.261,0.353
134.289,0.353
134.289,0.367
134.302,0.299
134.302,0.312
134.302,0.367
134.302,0.38
134.316,0.285
134.316,0.299
134.316,0.38
134.316,0.394
134.329,0.271
134.329,0.285
134.329,0.394
134.329,0.407
134.343,0.258
134.343,0.271
134.343,0.407
134.343,0.421
134.356,0.244
134.356,0.258
134.356,0.421
134.356,0.434
134.37,0.231
134.37,0.244
134.37,0.434
134.37,0.448
134.384,0.217
134.384,0.231
134.397,0.204
134.397,0.217
134.628,0.217
134.628,0.204
134.642,0.231
134.642,0.217
134.642,0.448
134.642,0.434
134.655,0.244
134.655,0.231
134.655,0.434
134.655,0.421
134.669,0.258
134.669,0.244
134.669,0.421
134.669,0.407
134.682,0.271
134.682,0.258
134.682,0.407
134.682,0.394
134.696,0.285
134.696,0.271
134.696,0.394
134.696,0.38
134.709,0.299
134.709,0.285
134.709,0.38
134.709,0.367
134.723,0.312
134.723,0.299
134.75,0.299
134.75,0.312
134.75,0.367
134.75,0.38
134.764,0.285
134.764,0.299
134.764,0.38
134.764,0.394
134.777,0.271
134.777,0.285
134.777,0.394
134.777,0.407
134.791,0.258
134.791,0.271
134.791,0.407
134.791,0.421
134.804,0.244
134.804,0.258
134.804,0.421
134.804,0.434
134.818,0.231
134.818,0.244
134.818,0.434
134.818,0.448
134.832,0.217
134.832,0.231
134.845,0.204
134.845,0.217
134.886,0.448
134.886,0.462
134.899,0.462
134.899,0.475
134.913,0.475
134.913,0.489
134.927,0.489
134.927,0.502
134.94,0.502
134.94,0.516
134.954,0.516
134.954,0.529
134.967,0.529
134.967,0.543
134.981,0.543
134.981,0.557
134.994,0.557
134.994,0.57
135.035,0.57
135.035,0.557
135.049,0.557
135.049,0.529
135.062,0.529
135.062,0.516
135.076,0.217
135.076,0.204
135.076,0.516
135.076,0.502
135.089,0.231
135.089,0.217
135.089,0.502
135.089,0.489
135.103,0.258
135.103,0.231
135.103,0.489
135.103,0.475
135.117,0.271
135.117,0.258
135.117,0.475
135.117,0.462
135.13,0.299
135.13,0.271
135.13,0.462
135.13,0.394
135.144,0.312
135.144,0.299
135.144,0.394
135.144,0.367
135.157,0.326
135.157,0.312
135.157,0.367
135.157,0.353
135.185,0.353
135.185,0.367
135.198,0.312
135.198,0.326
135.198,0.367
135.198,0.38
135.212,0.299
135.212,0.312
135.212,0.38
135.212,0.394
135.225,0.285
135.225,0.299
135.225,0.394
135.225,0.407
135.239,0.271
135.239,0.285
135.239,0.407
135.239,0.421
135.252,0.258
135.252,0.271
135.252,0.421
135.252,0.434
135.266,0.244
135.266,0.258
135.266,0.434
135.266,0.448
135.28,0.231
135.28,0.244
135.293,0.217
135.293,0.231
135.375,0.448
135.375,0.462
135.47,0.462
135.47,0.475
135.483,0.475
135.483,0.489
135.497,0.231
135.497,0.217
135.497,0.489
135.497,0.502
135.51,0.244
135.51,0.231
135.51,0.502
135.51,0.516
135.524,0.258
135.524,0.244
135.551,0.516
135.551,0.529
135.565,0.529
135.565,0.543
135.605,0.543
135.605,0.529
135.687,0.529
135.687,0.516
135.7,0.516
135.7,0.502
135.714,0.502
135.714,0.489
135.727,0.516
135.727,0.529
135.727,0.271
135.727,0.258
135.741,0.529
135.741,0.516
135.741,0.285
135.741,0.271
135.741,0.489
135.741,0.516
135.755,0.299
135.755,0.285
135.755,0.516
135.755,0.475
135.768,0.475
135.768,0.448
135.782,0.448
135.782,0.434
135.795,0.434
135.795,0.421
135.809,0.421
135.809,0.407
135.822,0.312
135.822,0.299
135.85,0.299
135.85,0.312
135.85,0.407
135.85,0.421
135.863,0.285
135.863,0.299
135.863,0.421
135.863,0.434
135.877,0.271
135.877,0.285
135.877,0.434
135.877,0.448
135.89,0.258
135.89,0.271
135.904,0.244
135.904,0.258
135.918,0.231
135.918,0.244
135.918,0.448
135.918,0.434
135.931,0.217
135.931,0.231
135.945,0.204
135.945,0.217
135.958,0.19
135.958,0.204
136.04,0.176
136.04,0.19
136.094,0.434
136.094,0.448
136.108,0.448
136.108,0.489
136.108,0.448
136.108,0.421
136.121,0.489
136.121,0.502
136.121,0.462
136.121,0.448
136.135,0.502
136.135,0.489
136.135,0.475
136.135,0.462
136.148,0.489
136.148,0.475
136.148,0.421
136.148,0.407
136.148,0.19
136.148,0.176
136.162,0.407
136.162,0.394
136.162,0.204
136.162,0.19
136.175,0.394
136.175,0.38
136.175,0.217
136.175,0.204
136.189,0.38
136.189,0.367
136.189,0.231
136.189,0.217
