X,Y
849.074,-3.366
849.074,-0.299
849.074,-0.38
849.074,-0.299
849.074,-0.271
849.074,0.027
849.074,0.014
849.074,0.027
849.074,0.041
849.087,-3.366
849.087,-3.394
849.087,-3.366
849.087,-3.353
849.087,-0.271
849.087,-0.299
849.087,-0.271
849.087,-0.244
849.087,0.041
849.087,0.027
849.087,0.041
849.087,0.054
849.101,-3.353
849.101,-3.366
849.101,-3.353
849.101,-3.339
849.101,-0.244
849.101,-0.271
849.101,-0.244
849.101,-0.217
849.101,0.054
849.101,0.041
849.101,0.054
849.101,0.068
849.115,-3.339
849.115,-3.353
849.115,-3.339
849.115,-3.299
849.115,-0.217
849.115,-0.244
849.115,-0.217
849.115,-0.19
849.115,0.068
849.115,0.054
849.115,0.068
849.115,0.081
849.115,0.109
849.115,0.122
849.115,0.136
849.115,0.122
849.128,-3.299
849.128,-3.339
849.128,-3.299
849.128,-3.285
849.128,-0.19
849.128,-0.217
849.128,-0.19
849.128,-0.163
849.128,0.081
849.128,0.068
849.128,0.081
849.128,0.109
849.128,0.122
849.128,0.109
849.142,-3.285
849.142,-3.299
849.142,-3.285
849.142,-3.244
849.142,-0.163
849.142,-0.19
849.142,-0.163
849.142,-0.136
849.142,0.095
849.142,0.081
849.155,-3.244
849.155,-3.285
849.155,-3.244
849.155,-3.231
849.155,-0.136
849.155,-0.163
849.155,-0.136
849.155,-0.109
849.169,-3.231
849.169,-3.244
849.169,-3.231
849.169,-3.203
849.169,-0.109
849.169,-0.136
849.169,-0.109
849.169,0.095
849.182,-3.203
849.182,-3.231
849.182,-3.203
849.182,-3.163
849.182,0.095
849.182,-0.109
849.196,-3.163
849.196,-3.203
849.196,-3.163
849.196,-3.108
849.21,-3.108
849.21,-3.163
849.21,-3.108
849.21,-3.081
849.223,-3.081
849.223,-3.108
849.223,-3.081
849.223,-3.054
849.237,-3.054
849.237,-3.081
849.237,-3.054
849.237,-3.041
849.25,-3.041
849.25,-3.054
849.25,-3.041
849.25,-3.013
849.264,-3.013
849.264,-3.041
849.264,-3.013
849.264,-3
849.277,-3
849.277,-3.013
849.277,-3
849.277,-2.973
849.291,-2.973
849.291,-3
849.291,-2.973
849.291,-2.946
849.305,-2.946
849.305,-2.973
849.305,-2.946
849.305,-2.918
849.318,-2.918
849.318,-2.946
849.318,-2.918
849.318,-2.878
849.332,-2.878
849.332,-2.918
849.332,-2.878
849.332,-2.851
849.345,-2.851
849.345,-2.878
849.345,-2.851
849.345,-2.823
849.359,-2.823
849.359,-2.851
849.359,-2.823
849.359,-2.796
849.372,-2.796
849.372,-2.823
849.372,-2.796
849.372,-2.769
849.372,0.109
849.372,0.095
849.372,0.109
849.372,0.122
849.386,-2.769
849.386,-2.796
849.386,-2.769
849.386,-2.742
849.4,-2.742
849.4,-2.769
849.4,-2.742
849.4,-2.701
849.4,0.122
849.4,0.109
849.413,-2.701
849.413,-2.742
849.413,-2.701
849.413,-2.674
849.427,-2.674
849.427,-2.701
849.427,-2.674
849.427,-2.661
849.44,-2.661
849.44,-2.674
849.44,-2.661
849.44,-2.62
849.454,-2.62
849.454,-2.661
849.454,-2.62
849.454,-2.606
849.467,-2.606
849.467,-2.62
849.467,-2.606
849.467,-2.579
849.481,-2.579
849.481,-2.606
849.481,-2.579
849.481,-2.566
849.495,-2.566
849.495,-2.579
849.495,-2.566
849.495,-2.538
849.508,-2.538
849.508,-2.566
849.508,-2.538
849.508,-2.525
849.522,-2.525
849.522,-2.538
849.522,-2.525
849.522,-2.498
849.535,-2.498
849.535,-2.525
849.535,-2.498
849.535,-2.484
849.549,-2.484
849.549,-2.498
849.549,-2.484
849.549,-2.457
849.562,-2.457
849.562,-2.484
849.562,-2.457
849.562,-2.443
849.576,-2.443
849.576,-2.457
849.576,-2.443
849.576,-2.403
849.59,-2.403
849.59,-2.443
849.59,-2.403
849.59,-2.335
849.603,-2.335
849.603,-2.403
849.603,-2.335
849.603,-2.308
849.617,-2.308
849.617,-2.335
849.617,-2.308
849.617,-2.294
849.63,-2.294
849.63,-2.308
849.63,-2.294
849.63,-2.28
849.658,-2.28
849.658,-2.294
849.658,-2.28
849.658,-2.267
849.671,-2.267
849.671,-2.28
849.671,-2.267
849.671,-2.253
849.685,-2.253
849.685,-2.267
849.685,-2.253
849.685,-2.24
849.698,-2.24
849.698,-2.253
849.698,-2.24
849.698,-2.226
849.712,-2.226
849.712,-2.24
849.712,-2.226
849.712,-2.199
849.725,-2.199
849.725,-2.226
849.725,-2.199
849.725,-2.145
849.739,-2.145
849.739,-2.199
849.739,-2.145
849.739,-2.118
849.753,-2.118
849.753,-2.145
849.753,-2.118
849.753,-2.09
849.766,-2.09
849.766,-2.118
849.766,-2.09
849.766,-2.077
849.78,-2.077
849.78,-2.09
849.78,-2.077
849.78,-2.063
849.793,-2.063
849.793,-2.077
849.793,-2.063
849.793,-2.05
849.807,-2.05
849.807,-2.063
849.807,-2.05
849.807,-2.036
849.82,-2.036
849.82,-2.05
849.82,-2.036
849.82,-2.023
849.834,-2.023
849.834,-2.036
849.834,-2.023
849.834,-1.995
849.848,-1.995
849.848,-2.023
849.848,-1.995
849.848,-1.968
849.861,-1.968
849.861,-1.995
849.861,-1.968
849.861,-1.914
849.875,-1.914
849.875,-1.968
849.875,-1.914
849.875,-1.9
849.888,-1.9
849.888,-1.914
849.888,-1.9
849.888,-1.887
849.915,-1.887
849.915,-1.9
849.915,-1.887
849.915,-1.873
849.943,-1.873
849.943,-1.887
849.943,-1.873
849.943,-1.86
849.956,-1.86
849.956,-1.873
849.956,-1.86
849.956,-1.846
849.97,-1.846
849.97,-1.86
849.97,-1.846
849.97,-1.819
849.983,-1.819
849.983,-1.846
849.983,-1.819
849.983,-1.778
849.997,-1.778
849.997,-1.819
849.997,-1.778
849.997,-1.737
850.01,-1.737
850.01,-1.778
850.01,-1.737
850.01,-1.724
850.024,-1.724
850.024,-1.737
850.024,-1.724
850.024,-1.71
850.038,-1.71
850.038,-1.724
850.038,-1.71
850.038,-1.697
850.051,-1.697
850.051,-1.71
850.051,-1.697
850.051,-1.683
850.065,-1.683
850.065,-1.697
850.065,-1.683
850.065,-1.67
850.078,-1.67
850.078,-1.683
850.078,-1.67
850.078,-1.602
850.092,-1.602
850.092,-1.67
850.092,-1.602
850.092,-1.561
850.105,-1.561
850.105,-1.602
850.105,-1.561
850.105,-1.547
850.119,-1.547
850.119,-1.561
850.119,-1.547
850.119,-1.52
850.133,-1.52
850.133,-1.547
850.133,-1.52
850.133,-1.507
850.146,-1.507
850.146,-1.52
850.146,-1.507
850.146,-1.48
850.16,-1.48
850.16,-1.507
850.16,-1.48
850.16,-1.466
850.173,-1.466
850.173,-1.48
850.173,-1.466
850.173,-1.452
850.187,-1.452
850.187,-1.466
850.187,-1.452
850.187,-1.439
850.201,-1.439
850.201,-1.452
850.201,-1.439
850.201,-1.425
850.214,-1.425
850.214,-1.439
850.214,-1.425
850.214,-1.412
850.228,-1.412
850.228,-1.425
850.228,-1.412
850.228,-1.398
850.255,-1.398
850.255,-1.412
850.255,-1.398
850.255,-1.385
850.268,-1.385
850.268,-1.398
850.268,-1.385
850.268,-1.357
850.282,-1.357
850.282,-1.385
850.282,-1.357
850.282,-1.276
850.295,-1.276
850.295,-1.357
850.295,-1.276
850.295,-1.249
850.309,-1.249
850.309,-1.276
850.309,-1.249
850.309,-1.235
850.323,-1.235
850.323,-1.249
850.323,-1.235
850.323,-1.222
850.336,-1.222
850.336,-1.235
850.336,-1.222
850.336,-1.208
850.35,-1.208
850.35,-1.222
850.35,-1.208
850.35,-1.195
850.363,-1.195
850.363,-1.208
850.363,-1.195
850.363,-1.181
850.377,-1.181
850.377,-1.195
850.377,-1.181
850.377,-1.154
850.391,-1.154
850.391,-1.181
850.391,-1.154
850.391,-1.14
850.404,-1.14
850.404,-1.154
850.404,-1.14
850.404,-1.127
850.418,-1.127
850.418,-1.14
850.418,-1.127
850.418,-1.113
850.431,-1.113
850.431,-1.127
850.431,-1.113
850.431,-1.1
850.445,-1.1
850.445,-1.113
850.445,-1.1
850.445,-1.086
850.458,-1.086
850.458,-1.1
850.458,-1.086
850.458,-1.072
850.472,-1.072
850.472,-1.086
850.472,-1.072
850.472,-1.059
850.486,-1.059
850.486,-1.072
850.486,-1.059
850.486,-1.045
850.499,-1.045
850.499,-1.059
850.499,-1.045
850.499,-1.032
850.513,-1.032
850.513,-1.045
850.513,-1.032
850.513,-1.018
850.526,-1.018
850.526,-1.032
850.526,-1.018
850.526,-0.991
850.54,-0.991
850.54,-1.018
850.54,-0.991
850.54,-0.977
850.553,-0.977
850.553,-0.991
850.553,-0.977
850.553,-0.964
850.567,-0.964
850.567,-0.977
850.567,-0.964
850.567,-0.95
850.581,-0.95
850.581,-0.964
850.581,-0.95
850.581,-0.937
850.594,-0.937
850.594,-0.95
850.594,-0.937
850.594,-0.923
850.608,-0.923
850.608,-0.937
850.608,-0.923
850.608,-0.896
850.621,-0.896
850.621,-0.923
850.621,-0.896
850.621,-0.882
850.635,-0.882
850.635,-0.896
850.635,-0.882
850.635,-0.869
850.648,-0.869
850.648,-0.882
850.648,-0.869
850.648,-0.855
850.662,-0.855
850.662,-0.869
850.662,-0.855
850.662,-0.828
850.676,-0.828
850.676,-0.855
850.676,-0.828
850.676,-0.801
850.689,-0.801
850.689,-0.828
850.689,-0.801
850.689,-0.787
850.703,-0.787
850.703,-0.801
850.703,-0.787
850.703,-0.774
850.716,-0.774
850.716,-0.787
850.716,-0.774
850.716,-0.76
850.73,-0.76
850.73,-0.774
850.73,-0.76
850.73,-0.747
850.743,-0.747
850.743,-0.76
850.743,-0.747
850.743,-0.733
850.757,-0.733
850.757,-0.747
850.757,-0.733
850.757,-0.719
850.771,-0.719
850.771,-0.733
850.771,-0.719
850.771,-0.706
850.784,-0.706
850.784,-0.719
850.784,-0.706
850.784,-0.692
850.798,-0.692
850.798,-0.706
850.798,-0.692
850.798,-0.665
850.811,-0.665
850.811,-0.692
850.811,-0.665
850.811,-0.652
850.825,-0.652
850.825,-0.665
850.825,-0.652
850.825,-0.638
850.838,-0.638
850.838,-0.652
850.838,-0.638
850.838,-0.624
850.852,-0.624
850.852,-0.638
850.852,-0.624
850.852,-0.611
850.866,-2.294
850.866,-2.28
850.866,-0.611
850.866,-0.624
850.866,-0.611
850.866,-0.597
850.879,-2.28
850.879,-2.294
850.879,-2.28
850.879,-2.267
850.879,-0.597
850.879,-0.611
850.879,-0.597
850.879,-0.584
850.893,-2.267
850.893,-2.28
850.893,-2.267
850.893,-2.253
850.893,-0.584
850.893,-0.597
850.893,-0.584
850.893,-0.57
850.906,-2.253
850.906,-2.267
850.906,-2.253
850.906,-2.24
850.906,-0.57
850.906,-0.584
850.906,-0.57
850.906,-0.543
850.92,-2.24
850.92,-2.253
850.92,-2.24
850.92,-2.226
850.92,-0.543
850.92,-0.57
850.92,-0.543
850.92,-0.516
850.933,-2.226
850.933,-2.24
850.933,-2.226
850.933,-2.213
850.933,-0.516
850.933,-0.543
850.933,-0.516
850.933,-0.489
850.947,-0.489
850.947,-0.516
850.947,-0.489
850.947,-0.462
850.961,-0.462
850.961,-0.489
850.961,-0.462
850.961,-0.448
850.974,-0.448
850.974,-0.462
850.974,-0.448
850.974,-0.421
850.988,-0.421
850.988,-0.448
850.988,-0.421
850.988,-0.407
851.001,-2.213
851.001,-2.226
851.001,-2.213
851.001,-2.199
851.001,-0.407
851.001,-0.421
851.001,-0.407
851.001,-0.394
851.015,-0.394
851.015,-0.407
851.015,-0.394
851.015,-0.38
851.029,-1.751
851.029,-1.737
851.029,-0.38
851.029,-0.394
851.029,-0.38
851.029,-0.367
851.042,-0.367
851.042,-0.38
851.042,-0.367
851.042,-0.353
851.056,-2.199
851.056,-2.213
851.056,-2.199
851.056,-2.185
851.056,-1.615
851.056,-1.602
851.056,-0.353
851.056,-0.367
851.056,-0.353
851.056,-0.339
851.069,-0.339
851.069,-0.353
851.069,-0.339
851.069,-0.326
851.083,-0.326
851.083,-0.339
851.083,-0.326
851.083,-0.312
851.096,-2.185
851.096,-2.199
851.096,-2.185
851.096,-2.158
851.096,-1.765
851.096,-1.751
851.096,-1.737
851.096,-1.751
851.096,-1.629
851.096,-1.615
851.096,-1.602
851.096,-1.615
851.096,-0.312
851.096,-0.326
851.096,-0.312
851.096,-0.299
851.11,-2.158
851.11,-2.185
851.11,-2.158
851.11,-2.131
851.11,-1.778
851.11,-1.765
851.11,-1.751
851.11,-1.765
851.11,-0.299
851.11,-0.312
851.11,-0.299
851.11,-0.285
851.124,-2.131
851.124,-2.158
851.124,-2.131
851.124,-2.104
851.124,-1.792
851.124,-1.778
851.124,-1.765
851.124,-1.778
851.124,-0.285
851.124,-0.299
851.124,-0.285
851.124,-0.271
851.137,-2.104
851.137,-2.131
851.137,-2.104
851.137,-2.063
851.137,-1.805
851.137,-1.792
851.137,-1.778
851.137,-1.792
851.137,-1.642
851.137,-1.629
851.137,-1.615
851.137,-1.629
851.137,-0.271
851.137,-0.285
851.137,-0.271
851.137,-0.258
851.151,-2.063
851.151,-2.104
851.151,-2.063
851.151,-2.05
851.151,-1.819
851.151,-1.805
851.151,-1.792
851.151,-1.805
851.151,-1.656
851.151,-1.642
851.151,-1.629
851.151,-1.642
851.151,-0.258
851.151,-0.271
851.151,-0.258
851.151,-0.231
851.164,-2.05
851.164,-2.063
851.164,-2.05
851.164,-2.036
851.164,-1.805
851.164,-1.819
851.164,-1.67
851.164,-1.656
851.164,-1.642
851.164,-1.656
851.164,-1.982
851.164,-1.928
851.164,-1.833
851.164,-1.819
851.164,-0.231
851.164,-0.258
851.164,-0.231
851.164,-0.217
851.178,-2.036
851.178,-2.05
851.178,-2.036
851.178,-2.009
851.178,-1.683
851.178,-1.67
851.178,-1.656
851.178,-1.67
851.178,-1.995
851.178,-1.982
851.178,-1.928
851.178,-1.833
851.178,-0.217
851.178,-0.231
851.178,-0.217
851.178,-0.204
851.191,-2.009
851.191,-2.036
851.191,-1.67
851.191,-1.683
851.191,-2.009
851.191,-1.995
851.191,-1.819
851.191,-1.778
851.191,-1.697
851.191,-1.683
851.191,-0.204
851.191,-0.217
851.191,-0.204
851.191,-0.19
851.205,-1.778
851.205,-1.697
851.205,-1.995
851.205,-2.009
851.205,-0.19
851.205,-0.204
851.205,-0.19
851.205,-0.176
851.219,-1.683
851.219,-1.615
851.219,-1.982
851.219,-1.995
851.232,-1.615
851.232,-1.602
851.246,-1.602
851.246,-1.588
851.246,-1.968
851.246,-1.982
851.246,-0.176
851.246,-0.19
851.246,-0.176
851.246,-0.163
851.259,-1.588
851.259,-1.575
851.273,-1.575
851.273,-1.534
851.273,-0.163
851.273,-0.176
851.273,-0.163
851.273,-0.149
851.286,-1.534
851.286,-1.52
851.3,-1.955
851.3,-1.968
851.314,-1.52
851.314,-1.507
851.314,-1.466
851.314,-1.371
851.314,-0.149
851.314,-0.163
851.314,-0.149
851.314,-0.136
851.327,-1.507
851.327,-1.466
851.327,-1.371
851.327,-1.317
851.341,-1.317
851.341,-1.249
851.354,-1.249
851.354,-1.235
851.354,-1.941
851.354,-1.955
851.354,-0.136
851.354,-0.149
851.354,-0.136
851.354,-0.122
851.368,-1.235
851.368,-1.222
851.368,-0.122
851.368,-0.109
851.381,-1.222
851.381,-1.208
851.381,-0.149
851.381,-0.136
851.381,-0.109
851.381,-0.081
851.395,-1.208
851.395,-1.195
851.395,-0.163
851.395,-0.149
851.395,-0.081
851.395,-0.054
851.409,-1.928
851.409,-1.941
851.409,-0.176
851.409,-0.163
851.409,-0.054
851.409,-0.041
851.422,-1.195
851.422,-1.181
851.422,-0.041
851.422,0
851.436,-1.534
851.436,-1.547
851.436,-1.914
851.436,-1.928
851.436,0
851.436,0.027
851.449,-1.181
851.449,-1.167
851.449,-1.52
851.449,-1.534
851.449,-1.547
851.449,-1.561
851.449,-1.846
851.449,-1.914
851.449,0.027
851.449,0.095
851.463,-1.167
851.463,-1.14
851.463,-1.507
851.463,-1.52
851.463,0.095
851.463,0.109
851.463,-0.163
851.463,-0.176
851.476,-1.14
851.476,-1.195
851.476,-1.493
851.476,-1.507
851.476,-1.833
851.476,-1.846
851.476,-1.14
851.476,-1.127
851.476,0.109
851.476,0.122
851.49,-1.195
851.49,-1.208
851.49,-1.357
851.49,-1.385
851.49,-1.48
851.49,-1.493
851.49,-1.561
851.49,-1.575
851.49,-1.805
851.49,-1.833
851.49,-1.127
851.49,-1.14
851.49,-1.127
851.49,-1.1
851.504,-1.208
851.504,-1.222
851.504,-1.344
851.504,-1.357
851.504,-1.385
851.504,-1.398
851.504,-1.466
851.504,-1.48
851.504,-1.1
851.504,-1.127
851.504,-1.1
851.504,-1.072
851.517,-1.222
851.517,-1.344
851.517,-1.398
851.517,-1.466
851.517,-1.072
851.517,-1.1
851.517,-1.072
851.517,-0.977
851.517,-0.149
851.517,-0.163
851.531,-1.792
851.531,-1.805
851.531,-0.977
851.531,-1.072
851.531,-0.977
851.531,-0.964
851.531,0.122
851.531,0.136
851.544,-1.778
851.544,-1.792
851.544,-0.964
851.544,-0.977
851.544,-0.964
851.544,-0.937
851.558,-1.575
851.558,-1.588
851.558,-1.765
851.558,-1.778
851.558,-0.937
851.558,-0.964
851.558,-0.937
851.558,-0.923
851.558,-0.136
851.558,-0.149
851.571,-1.588
851.571,-1.602
851.571,-1.71
851.571,-1.765
851.571,-0.923
851.571,-0.937
851.571,-0.923
851.571,-0.896
851.571,-0.095
851.571,-0.136
851.585,-1.602
851.585,-1.615
851.585,-1.683
851.585,-1.71
851.585,-0.896
851.585,-0.923
851.585,-0.896
851.585,-0.869
851.585,-0.679
851.585,-0.611
851.585,-0.081
851.585,-0.095
851.599,-1.642
851.599,-1.683
851.599,-0.869
851.599,-0.896
851.599,-0.869
851.599,-0.814
851.599,-0.692
851.599,-0.679
851.599,-0.611
851.599,-0.557
851.612,-1.629
851.612,-1.642
851.612,-0.814
851.612,-0.869
851.612,-0.814
851.612,-0.747
851.612,-0.706
851.612,-0.692
851.612,-0.557
851.612,-0.502
851.626,-0.747
851.626,-0.814
851.626,-0.747
851.626,-0.706
851.626,-0.502
851.626,-0.489
851.639,-0.489
851.639,-0.475
851.639,-0.719
851.639,-0.747
851.639,0.136
851.639,0.122
851.653,-1.615
851.653,-1.602
851.653,-1.615
851.653,-1.629
851.667,-0.475
851.667,-0.407
851.667,-0.706
851.667,-0.719
851.68,-1.602
851.68,-1.615
851.68,-1.602
851.68,-1.588
851.68,-0.407
851.68,-0.394
851.68,-0.38
851.68,-0.339
851.68,-0.068
851.68,-0.081
851.694,-1.588
851.694,-1.602
851.694,-1.588
851.694,-1.575
851.694,-0.394
851.694,-0.38
851.694,-0.339
851.694,-0.299
851.694,-0.692
851.694,-0.706
851.694,-0.054
851.694,-0.068
851.707,-1.575
851.707,-1.588
851.707,-1.575
851.707,-1.547
851.707,-0.299
851.707,-0.244
851.707,-0.041
851.707,-0.054
851.721,-1.547
851.721,-1.575
851.721,-1.547
851.721,-1.52
851.721,-0.244
851.721,-0.231
851.721,-0.679
851.721,-0.692
851.721,0.122
851.721,0.109
851.721,-0.027
851.721,-0.041
851.734,-1.52
851.734,-1.547
851.734,-1.52
851.734,-1.493
851.734,-0.231
851.734,-0.176
851.734,0.109
851.734,0.095
851.734,-0.014
851.734,-0.027
851.748,-1.493
851.748,-1.52
851.748,-1.493
851.748,-1.48
851.748,-0.176
851.748,-0.163
851.748,-0.665
851.748,-0.679
851.748,0.095
851.748,0.081
851.748,0
851.748,-0.014
851.761,-1.48
851.761,-1.493
851.761,-1.48
851.761,-1.466
851.761,-0.652
851.761,-0.665
851.761,0.081
851.761,0.068
851.761,0.014
851.761,0
851.775,-1.466
851.775,-1.48
851.775,-1.466
851.775,-1.452
851.775,-0.068
851.775,-0.054
851.775,-0.611
851.775,-0.652
851.775,0.068
851.775,0.054
851.775,0.027
851.775,0.014
851.789,-1.452
851.789,-1.466
851.789,-1.452
851.789,-1.439
851.789,-0.081
851.789,-0.068
851.789,-0.054
851.789,-0.041
851.789,-0.557
851.789,-0.611
851.789,0.041
851.789,0.027
851.802,-1.439
851.802,-1.452
851.802,-1.439
851.802,-1.425
851.802,-0.163
851.802,-0.149
851.802,-0.068
851.802,-0.081
851.802,-0.543
851.802,-0.557
851.816,-1.425
851.816,-1.439
851.816,-1.425
851.816,-1.412
851.816,-0.149
851.816,-0.136
851.816,-0.081
851.816,-0.068
851.816,-0.516
851.816,-0.543
851.829,-1.412
851.829,-1.425
851.829,-1.412
851.829,-1.398
851.829,-0.136
851.829,-0.122
851.829,-0.462
851.829,-0.516
851.843,-1.398
851.843,-1.412
851.843,-1.398
851.843,-1.385
851.843,-0.122
851.843,-0.109
851.843,-0.095
851.843,-0.081
851.843,-0.434
851.843,-0.462
851.843,0.027
851.843,0.041
851.843,0.054
851.843,0.041
851.857,-1.385
851.857,-1.398
851.857,-1.385
851.857,-1.371
851.857,-0.109
851.857,-0.095
851.857,-0.054
851.857,-0.068
851.857,-0.421
851.857,-0.434
851.857,0.014
851.857,0.027
851.857,0.041
851.857,0.027
851.87,-1.371
851.87,-1.385
851.87,-1.371
851.87,-1.357
851.87,-0.041
851.87,-0.054
851.87,-0.068
851.87,-0.095
851.87,-0.407
851.87,-0.421
851.87,-0.041
851.87,0.014
851.87,0.027
851.87,0.014
851.884,-1.357
851.884,-1.371
851.884,-1.357
851.884,-1.344
851.884,-0.095
851.884,-0.109
851.884,-0.339
851.884,-0.407
851.884,0.014
851.884,-0.041
851.897,-1.344
851.897,-1.357
851.897,-1.344
851.897,-1.317
851.897,-0.109
851.897,-0.122
851.897,-0.231
851.897,-0.339
851.911,-1.317
851.911,-1.344
851.911,-1.317
851.911,-1.29
851.911,-0.122
851.911,-0.136
851.911,-0.176
851.911,-0.231
851.924,-1.29
851.924,-1.317
851.924,-1.29
851.924,-1.276
851.924,-0.136
851.924,-0.176
851.938,-1.276
851.938,-1.29
851.938,-1.276
851.938,-1.262
851.952,-1.262
851.952,-1.276
851.952,-1.262
851.952,-1.249
851.979,-1.249
851.979,-1.262
851.979,-1.249
851.979,-1.235
851.992,-1.235
851.992,-1.249
851.992,-1.235
851.992,-1.222
852.006,-1.222
852.006,-1.235
852.006,-1.222
852.006,-1.208
852.033,-1.208
852.033,-1.222
852.033,-1.208
852.033,-1.195
852.06,-1.195
852.06,-1.208
852.06,-1.195
852.06,-1.167
852.074,-1.167
852.074,-1.195
852.074,-1.167
852.074,-1.154
852.087,-1.154
852.087,-1.167
852.087,-1.154
852.087,-1.14
852.101,-1.14
852.101,-1.154
852.101,-1.14
852.101,-1.127
852.114,-1.127
852.114,-1.14
852.114,-1.127
852.114,-1.113
852.128,-1.113
852.128,-1.127
852.128,-1.113
852.128,-1.1
852.142,-1.1
852.142,-1.113
852.142,-1.1
852.142,-1.086
852.155,-1.086
852.155,-1.1
852.155,-1.086
852.155,-1.072
852.182,-1.072
852.182,-1.086
852.182,-1.072
852.182,-1.059
852.196,-1.059
852.196,-1.072
852.196,-1.059
852.196,-1.045
852.209,-1.045
852.209,-1.059
852.209,-1.045
852.209,-1.032
852.223,-1.032
852.223,-1.045
852.223,-1.032
852.223,-1.018
852.237,-1.018
852.237,-1.032
852.237,-1.018
852.237,-1.004
852.25,-1.004
852.25,-1.018
852.25,-1.004
852.25,-0.991
852.264,-0.991
852.264,-1.004
852.264,-0.991
852.264,-0.977
852.264,-0.964
852.264,-0.937
852.277,-0.977
852.277,-0.964
852.277,-0.937
852.277,-0.814
852.291,-0.814
852.291,-0.801
852.304,-0.801
852.304,-0.787
852.332,-0.977
852.332,-0.991
852.359,-0.787
852.359,-0.774
852.372,-0.964
852.372,-0.977
852.413,-0.774
852.413,-0.76
852.413,-0.95
852.413,-0.964
852.44,-0.76
852.44,-0.747
852.44,-0.937
852.44,-0.95
852.454,-0.747
852.454,-0.719
852.454,-0.909
852.454,-0.937
852.467,-0.719
852.467,-0.679
852.467,-0.869
852.467,-0.909
852.481,-0.679
852.481,-0.665
852.481,-0.855
852.481,-0.869
852.508,-0.665
852.508,-0.652
852.522,-0.842
852.522,-0.855
852.562,-0.652
852.562,-0.638
852.562,-0.828
852.562,-0.842
852.617,-0.814
852.617,-0.828
852.63,-0.638
852.63,-0.652
852.63,-0.787
852.63,-0.814
852.644,-0.652
852.644,-0.624
852.644,-0.76
852.644,-0.787
852.657,-0.624
852.657,-0.611
852.657,-0.733
852.657,-0.76
852.671,-0.611
852.671,-0.624
852.671,-0.652
852.671,-0.733
852.685,-0.638
852.685,-0.652
852.712,-0.624
852.712,-0.638
852.712,-0.624
852.712,-0.611
852.739,-0.611
852.739,-0.624
852.739,-0.611
852.739,-0.597
852.766,-0.597
852.766,-0.611
852.766,-0.597
852.766,-0.584
852.834,-0.584
852.834,-0.597
852.834,-0.584
852.834,-0.57
852.875,-0.57
852.875,-0.584
852.875,-0.57
852.875,-0.557
852.902,-0.557
852.902,-0.57
852.902,-0.557
852.902,-0.543
852.915,-0.543
852.915,-0.557
852.915,-0.543
852.915,-0.529
852.929,-0.529
852.929,-0.543
852.929,-0.529
852.929,-0.516
852.956,-0.516
852.956,-0.529
852.956,-0.516
852.956,-0.502
852.97,-0.502
852.97,-0.516
852.97,-0.502
852.97,-0.489
852.983,-0.489
852.983,-0.502
852.983,-0.489
852.983,-0.475
852.997,-0.475
852.997,-0.489
852.997,-0.475
852.997,-0.462
853.024,-0.462
853.024,-0.475
853.024,-0.462
853.024,-0.448
853.037,-0.448
853.037,-0.462
853.037,-0.448
853.037,-0.434
853.065,-0.434
853.065,-0.448
853.065,-0.434
853.065,-0.421
853.092,-0.421
853.092,-0.434
853.092,-0.421
853.092,-0.407
853.105,-0.407
853.105,-0.421
853.105,-0.407
853.105,-0.394
853.119,-0.394
853.119,-0.407
853.119,-0.394
853.119,-0.38
853.133,-0.38
853.133,-0.394
853.133,-0.38
853.133,-0.367
853.146,-0.367
853.146,-0.38
853.146,-0.367
853.146,-0.353
853.16,-0.353
853.16,-0.367
853.16,-0.353
853.16,-0.339
853.173,-0.339
853.173,-0.353
853.173,-0.339
853.173,-0.326
853.214,-0.326
853.214,-0.339
853.214,-0.326
853.214,-0.312
853.282,-0.312
853.282,-0.326
853.282,-0.312
853.282,-0.299
853.35,-0.299
853.35,-0.312
853.35,-0.299
853.35,-0.285
853.363,-0.285
853.363,-0.299
853.363,-0.285
853.363,-0.271
853.377,-0.271
853.377,-0.285
853.377,-0.271
853.377,-0.258
853.39,-0.258
853.39,-0.271
853.39,-0.258
853.39,-0.244
853.418,-0.244
853.418,-0.258
853.418,-0.244
853.418,-0.231
853.431,-0.231
853.431,-0.244
853.431,-0.231
853.431,-0.217
853.458,-0.217
853.458,-0.231
853.458,-0.217
853.458,-0.204
853.472,-0.204
853.472,-0.217
853.472,-0.204
853.472,-0.19
853.499,-0.19
853.499,-0.204
853.499,-0.19
853.499,-0.176
853.513,-0.176
853.513,-0.19
853.513,-0.176
853.513,-0.163
853.526,-0.163
853.526,-0.176
853.526,-0.163
853.526,-0.149
853.553,-0.149
853.553,-0.163
853.553,-0.149
853.553,-0.136
853.567,-0.136
853.567,-0.149
853.567,-0.136
853.567,-0.122
853.608,-0.122
853.608,-0.136
853.608,-0.122
853.608,-0.109
853.621,-0.109
853.621,-0.122
853.621,-0.109
853.621,-0.095
853.648,-0.095
853.648,-0.109
853.648,-0.095
853.648,-0.081
853.662,-0.081
853.662,-0.095
853.662,-0.081
853.662,-0.068
853.703,-0.068
853.703,-0.081
853.703,-0.068
853.703,-0.054
853.73,-0.054
853.73,-0.068
853.73,-0.054
853.73,-0.041
853.757,-0.041
853.757,-0.054
853.757,-0.041
853.757,-0.027
853.865,-0.027
853.865,-0.041
853.865,-0.027
853.865,-0.014
